Accession,SRR accession,Ethambutol,Isoniazid,Pyrazinamide,Rifampicin,Isolate
ERR2512938,ERR2512938,S,S,S,S,ERR2512938
ERR2512483,ERR2512483,S,S,S,S,ERR2512483
ERR2513594,ERR2513594,S,S,S,S,ERR2513594
ERR2510821,ERR2510821,S,S,S,S,ERR2510821
ERR2513058,ERR2513058,S,S,S,S,ERR2513058
ERR2513798,ERR2513798,S,S,S,S,ERR2513798
ERR2514235,ERR2514235,S,S,S,S,ERR2514235
ERR2513197,ERR2513197,S,S,S,S,ERR2513197
ERR2513284,ERR2513284,S,S,S,S,ERR2513284
ERR2513624,ERR2513624,S,S,S,S,ERR2513624
ERR2514772,ERR2514772,S,S,S,S,ERR2514772
ERR2513086,ERR2513086,S,S,S,S,ERR2513086
ERR2513424,ERR2513424,S,S,S,S,ERR2513424
ERR2512945,ERR2512945,S,S,S,S,ERR2512945
ERR2514674,ERR2514674,S,S,S,S,ERR2514674
ERR2512454,ERR2512454,S,S,S,S,ERR2512454
ERR2512869,ERR2512869,S,S,S,S,ERR2512869
ERR2512971,ERR2512971,S,S,S,S,ERR2512971
ERR2513242,ERR2513242,S,S,S,S,ERR2513242
ERR2513890,ERR2513890,S,S,S,S,ERR2513890
ERR2512409,ERR2512409,S,S,S,S,ERR2512409
ERR2513353,ERR2513353,S,S,S,S,ERR2513353
ERR2510856,ERR2510856,R,R,S,R,ERR2510856
ERR2513146,ERR2513146,S,S,S,S,ERR2513146
ERR2514525,ERR2514525,S,S,S,S,ERR2514525
ERR2512842,ERR2512842,S,S,S,S,ERR2512842
ERR2514771,ERR2514771,S,S,S,S,ERR2514771
ERR2512481,ERR2512481,S,S,S,S,ERR2512481
ERR2514127,ERR2514127,S,S,S,S,ERR2514127
ERR2514213,ERR2514213,S,S,S,S,ERR2514213
ERR2514377,ERR2514377,S,S,S,S,ERR2514377
ERR2514699,ERR2514699,S,S,S,S,ERR2514699
ERR2512724,ERR2512724,S,S,S,S,ERR2512724
ERR2510789,ERR2510789,S,S,S,S,ERR2510789
ERR2513498,ERR2513498,S,S,S,S,ERR2513498
ERR2512717,ERR2512717,S,S,S,S,ERR2512717
ERR2512699,ERR2512699,S,S,S,S,ERR2512699
ERR2514199,ERR2514199,S,S,S,S,ERR2514199
ERR2512887,ERR2512887,S,S,S,S,ERR2512887
ERR2512784,ERR2512784,S,S,S,S,ERR2512784
ERR2513689,ERR2513689,S,S,S,S,ERR2513689
ERR2514734,ERR2514734,S,S,S,S,ERR2514734
ERR2513623,ERR2513623,S,S,S,S,ERR2513623
ERR2513467,ERR2513467,S,S,S,S,ERR2513467
ERR2514219,ERR2514219,S,S,S,S,ERR2514219
ERR2512768,ERR2512768,S,S,S,S,ERR2512768
ERR2513989,ERR2513989,S,S,S,S,ERR2513989
ERR2513618,ERR2513618,S,S,S,S,ERR2513618
ERR2513805,ERR2513805,S,S,S,S,ERR2513805
ERR2513612,ERR2513612,S,S,S,S,ERR2513612
ERR2514697,ERR2514697,S,S,S,S,ERR2514697
ERR2514691,ERR2514691,S,S,S,S,ERR2514691
ERR2512538,ERR2512538,S,S,S,S,ERR2512538
ERR2512490,ERR2512490,S,S,S,S,ERR2512490
ERR2514149,ERR2514149,S,S,S,S,ERR2514149
ERR2514045,ERR2514045,S,S,S,S,ERR2514045
ERR2513161,ERR2513161,S,S,S,S,ERR2513161
ERR2514099,ERR2514099,S,S,S,S,ERR2514099
ERR2513414,ERR2513414,S,S,S,S,ERR2513414
ERR2514647,ERR2514647,S,S,S,S,ERR2514647
ERR2514053,ERR2514053,S,R,S,S,ERR2514053
ERR2514125,ERR2514125,S,S,S,S,ERR2514125
ERR2513432,ERR2513432,S,S,S,S,ERR2513432
ERR2513208,ERR2513208,S,S,S,S,ERR2513208
ERR2513311,ERR2513311,S,S,S,S,ERR2513311
ERR2513356,ERR2513356,S,S,S,S,ERR2513356
ERR2513751,ERR2513751,S,S,S,S,ERR2513751
ERR2513758,ERR2513758,S,S,S,S,ERR2513758
ERR2514001,ERR2514001,S,R,S,S,ERR2514001
ERR2513841,ERR2513841,S,S,S,S,ERR2513841
ERR2510860,ERR2510860,R,R,S,R,ERR2510860
ERR2513200,ERR2513200,S,S,S,S,ERR2513200
ERR2513325,ERR2513325,S,S,S,S,ERR2513325
ERR2513410,ERR2513410,S,S,S,S,ERR2513410
ERR2512829,ERR2512829,S,S,S,S,ERR2512829
ERR2512545,ERR2512545,S,S,S,S,ERR2512545
ERR2513029,ERR2513029,S,S,S,S,ERR2513029
ERR2512622,ERR2512622,S,S,S,S,ERR2512622
ERR2512574,ERR2512574,S,S,S,S,ERR2512574
ERR2514600,ERR2514600,S,S,S,S,ERR2514600
ERR2514773,ERR2514773,S,S,S,S,ERR2514773
ERR2514214,ERR2514214,S,S,S,S,ERR2514214
ERR2514184,ERR2514184,S,S,S,S,ERR2514184
ERR2514655,ERR2514655,S,S,S,S,ERR2514655
ERR2512406,ERR2512406,S,S,S,S,ERR2512406
ERR2513214,ERR2513214,S,S,S,S,ERR2513214
ERR2510878,ERR2510878,R,R,R,R,ERR2510878
ERR2513224,ERR2513224,S,R,S,S,ERR2513224
ERR2514766,ERR2514766,S,S,S,S,ERR2514766
ERR2513434,ERR2513434,S,S,S,S,ERR2513434
ERR2514222,ERR2514222,S,S,S,S,ERR2514222
ERR2513374,ERR2513374,S,S,S,S,ERR2513374
ERR2514738,ERR2514738,S,S,S,S,ERR2514738
ERR2513196,ERR2513196,S,S,S,S,ERR2513196
ERR2513519,ERR2513519,S,S,S,S,ERR2513519
ERR2514112,ERR2514112,S,S,S,S,ERR2514112
ERR2513884,ERR2513884,S,S,S,S,ERR2513884
ERR2513083,ERR2513083,S,S,S,S,ERR2513083
ERR2512837,ERR2512837,S,S,S,S,ERR2512837
ERR2513514,ERR2513514,S,S,S,S,ERR2513514
ERR2513050,ERR2513050,S,S,S,S,ERR2513050
ERR2514512,ERR2514512,S,S,S,S,ERR2514512
ERR2510842,ERR2510842,R,R,S,R,ERR2510842
ERR2513534,ERR2513534,S,S,S,S,ERR2513534
ERR2513888,ERR2513888,S,S,S,S,ERR2513888
ERR2514170,ERR2514170,S,S,S,S,ERR2514170
ERR2512712,ERR2512712,S,S,S,S,ERR2512712
ERR2512815,ERR2512815,S,S,S,S,ERR2512815
ERR2514317,ERR2514317,S,S,S,S,ERR2514317
ERR2514116,ERR2514116,S,S,S,S,ERR2514116
ERR2513598,ERR2513598,S,S,S,S,ERR2513598
ERR2513643,ERR2513643,S,S,S,S,ERR2513643
ERR2513915,ERR2513915,S,S,S,S,ERR2513915
ERR2514238,ERR2514238,S,S,S,S,ERR2514238
ERR2513055,ERR2513055,S,S,S,S,ERR2513055
ERR2513220,ERR2513220,S,S,S,S,ERR2513220
ERR2514432,ERR2514432,S,S,S,S,ERR2514432
ERR2512497,ERR2512497,S,S,S,S,ERR2512497
ERR2512603,ERR2512603,S,S,S,S,ERR2512603
ERR2514426,ERR2514426,S,S,S,S,ERR2514426
ERR2513298,ERR2513298,S,S,S,S,ERR2513298
ERR2513171,ERR2513171,S,S,S,S,ERR2513171
ERR2514024,ERR2514024,S,S,S,S,ERR2514024
ERR2513330,ERR2513330,S,S,S,S,ERR2513330
ERR2510880,ERR2510880,S,R,R,R,ERR2510880
ERR2513241,ERR2513241,S,R,R,R,ERR2513241
ERR2514036,ERR2514036,S,S,S,S,ERR2514036
ERR2512859,ERR2512859,S,S,S,S,ERR2512859
ERR2513561,ERR2513561,S,S,S,S,ERR2513561
ERR2512864,ERR2512864,S,S,S,S,ERR2512864
ERR2512964,ERR2512964,S,S,S,S,ERR2512964
ERR2514249,ERR2514249,S,S,S,S,ERR2514249
ERR2514130,ERR2514130,S,S,S,S,ERR2514130
ERR2512511,ERR2512511,S,S,S,S,ERR2512511
ERR2512866,ERR2512866,S,S,S,S,ERR2512866
ERR2512733,ERR2512733,S,S,S,S,ERR2512733
ERR2514026,ERR2514026,S,S,S,S,ERR2514026
ERR2514703,ERR2514703,S,S,S,S,ERR2514703
ERR2514328,ERR2514328,S,S,S,S,ERR2514328
ERR2513269,ERR2513269,S,S,S,S,ERR2513269
ERR2513894,ERR2513894,S,S,S,S,ERR2513894
ERR2512857,ERR2512857,S,S,S,S,ERR2512857
ERR2513553,ERR2513553,S,S,S,S,ERR2513553
ERR2514104,ERR2514104,S,S,S,S,ERR2514104
ERR2513092,ERR2513092,S,S,S,S,ERR2513092
ERR2514439,ERR2514439,S,S,S,S,ERR2514439
ERR2512898,ERR2512898,S,S,S,S,ERR2512898
ERR2514226,ERR2514226,S,S,S,S,ERR2514226
ERR2512850,ERR2512850,S,S,S,S,ERR2512850
ERR2514549,ERR2514549,S,S,S,S,ERR2514549
ERR2514290,ERR2514290,S,S,S,S,ERR2514290
ERR2514041,ERR2514041,S,S,S,S,ERR2514041
ERR2514293,ERR2514293,S,R,S,S,ERR2514293
ERR2513578,ERR2513578,S,S,S,S,ERR2513578
ERR2514605,ERR2514605,S,S,S,S,ERR2514605
ERR2513548,ERR2513548,S,S,S,S,ERR2513548
ERR2512932,ERR2512932,S,S,S,S,ERR2512932
ERR2513263,ERR2513263,S,S,S,S,ERR2513263
ERR2512744,ERR2512744,S,S,S,S,ERR2512744
ERR2513165,ERR2513165,S,R,S,R,ERR2513165
ERR2514321,ERR2514321,S,S,S,S,ERR2514321
ERR2513320,ERR2513320,S,S,S,S,ERR2513320
ERR2512693,ERR2512693,S,S,S,S,ERR2512693
ERR2513304,ERR2513304,S,S,S,S,ERR2513304
ERR2513247,ERR2513247,S,S,S,S,ERR2513247
ERR2514675,ERR2514675,S,S,S,S,ERR2514675
ERR2513172,ERR2513172,S,S,S,S,ERR2513172
ERR2512985,ERR2512985,S,S,S,S,ERR2512985
ERR2512990,ERR2512990,S,S,S,S,ERR2512990
ERR2514352,ERR2514352,S,S,R,S,ERR2514352
ERR2513871,ERR2513871,S,S,S,S,ERR2513871
ERR2514051,ERR2514051,S,S,S,S,ERR2514051
ERR2513377,ERR2513377,S,S,S,S,ERR2513377
ERR2512563,ERR2512563,S,S,S,S,ERR2512563
ERR2512492,ERR2512492,S,S,S,S,ERR2512492
ERR2513479,ERR2513479,S,S,S,S,ERR2513479
ERR2514562,ERR2514562,S,S,S,S,ERR2514562
ERR2512821,ERR2512821,S,R,S,S,ERR2512821
ERR2513942,ERR2513942,S,S,S,S,ERR2513942
ERR2513563,ERR2513563,S,S,S,S,ERR2513563
ERR2513852,ERR2513852,R,R,S,R,ERR2513852
ERR2513769,ERR2513769,S,S,S,S,ERR2513769
ERR2512640,ERR2512640,S,S,S,S,ERR2512640
ERR2514478,ERR2514478,S,S,S,S,ERR2514478
ERR2513874,ERR2513874,S,S,S,S,ERR2513874
ERR2513914,ERR2513914,S,R,S,S,ERR2513914
ERR2513045,ERR2513045,S,S,S,S,ERR2513045
ERR2514710,ERR2514710,S,S,S,S,ERR2514710
ERR2513193,ERR2513193,S,S,S,S,ERR2513193
ERR2513892,ERR2513892,S,S,S,S,ERR2513892
ERR2513213,ERR2513213,S,S,S,S,ERR2513213
ERR2512530,ERR2512530,S,S,S,S,ERR2512530
ERR2510802,ERR2510802,S,S,S,S,ERR2510802
ERR2513210,ERR2513210,S,S,S,S,ERR2513210
ERR2512874,ERR2512874,S,S,S,S,ERR2512874
ERR2514584,ERR2514584,S,S,S,S,ERR2514584
ERR2513003,ERR2513003,S,S,S,S,ERR2513003
ERR2513203,ERR2513203,S,S,S,S,ERR2513203
ERR2514196,ERR2514196,S,S,S,S,ERR2514196
ERR2514676,ERR2514676,S,S,S,S,ERR2514676
ERR2514332,ERR2514332,S,S,S,S,ERR2514332
ERR2514357,ERR2514357,S,S,S,S,ERR2514357
ERR2513507,ERR2513507,S,S,S,S,ERR2513507
ERR2512671,ERR2512671,S,S,S,S,ERR2512671
ERR2513367,ERR2513367,S,S,S,S,ERR2513367
ERR2513409,ERR2513409,S,S,S,S,ERR2513409
ERR2514702,ERR2514702,S,S,S,S,ERR2514702
ERR2510772,ERR2510772,S,S,S,S,ERR2510772
ERR2514704,ERR2514704,S,S,S,S,ERR2514704
ERR2510778,ERR2510778,S,S,S,S,ERR2510778
ERR2514428,ERR2514428,S,S,S,S,ERR2514428
ERR2512998,ERR2512998,S,S,S,S,ERR2512998
ERR2514448,ERR2514448,S,S,S,S,ERR2514448
ERR2514391,ERR2514391,S,S,S,S,ERR2514391
ERR2512903,ERR2512903,S,S,S,S,ERR2512903
ERR2513642,ERR2513642,S,S,S,S,ERR2513642
ERR2512666,ERR2512666,S,S,S,S,ERR2512666
ERR2512993,ERR2512993,S,R,S,S,ERR2512993
ERR2513018,ERR2513018,S,S,S,S,ERR2513018
ERR2513056,ERR2513056,R,R,S,S,ERR2513056
ERR2514621,ERR2514621,S,S,S,S,ERR2514621
ERR2513646,ERR2513646,S,S,S,S,ERR2513646
ERR2514425,ERR2514425,S,S,S,S,ERR2514425
ERR2514683,ERR2514683,S,S,S,S,ERR2514683
ERR2514643,ERR2514643,S,S,S,S,ERR2514643
ERR2512895,ERR2512895,S,S,S,S,ERR2512895
ERR2514788,ERR2514788,S,S,S,S,ERR2514788
ERR2514124,ERR2514124,S,S,S,S,ERR2514124
ERR2513106,ERR2513106,S,S,S,S,ERR2513106
ERR2513089,ERR2513089,S,S,S,S,ERR2513089
ERR2512988,ERR2512988,S,S,S,S,ERR2512988
ERR2512783,ERR2512783,S,S,S,S,ERR2512783
ERR2513729,ERR2513729,S,S,S,S,ERR2513729
ERR2512440,ERR2512440,S,R,R,R,ERR2512440
ERR2514160,ERR2514160,S,S,S,S,ERR2514160
ERR2513920,ERR2513920,S,S,S,S,ERR2513920
ERR2513886,ERR2513886,S,S,S,S,ERR2513886
ERR2513994,ERR2513994,R,R,R,R,ERR2513994
ERR2512728,ERR2512728,S,S,S,S,ERR2512728
ERR2514654,ERR2514654,S,S,S,S,ERR2514654
ERR2513940,ERR2513940,S,S,S,S,ERR2513940
ERR2514491,ERR2514491,S,S,S,S,ERR2514491
ERR2514776,ERR2514776,S,S,S,S,ERR2514776
ERR2513745,ERR2513745,S,S,S,S,ERR2513745
ERR2512800,ERR2512800,S,S,S,S,ERR2512800
ERR2513131,ERR2513131,S,S,S,S,ERR2513131
ERR2514247,ERR2514247,S,S,S,S,ERR2514247
ERR2513313,ERR2513313,S,S,S,S,ERR2513313
ERR2513391,ERR2513391,S,S,S,S,ERR2513391
ERR2513640,ERR2513640,S,S,S,S,ERR2513640
ERR2513202,ERR2513202,S,S,S,S,ERR2513202
ERR2513371,ERR2513371,S,S,S,S,ERR2513371
ERR2514751,ERR2514751,S,S,S,S,ERR2514751
ERR2512930,ERR2512930,S,R,S,R,ERR2512930
ERR2512514,ERR2512514,S,S,S,S,ERR2512514
ERR2512856,ERR2512856,S,S,S,S,ERR2512856
ERR2512747,ERR2512747,S,S,S,S,ERR2512747
ERR2514359,ERR2514359,S,S,S,S,ERR2514359
ERR2514384,ERR2514384,S,S,S,S,ERR2514384
ERR2513049,ERR2513049,S,S,S,S,ERR2513049
ERR2512676,ERR2512676,S,S,R,S,ERR2512676
ERR2513567,ERR2513567,S,S,S,S,ERR2513567
ERR2514155,ERR2514155,R,R,S,S,ERR2514155
ERR2513190,ERR2513190,S,S,S,S,ERR2513190
ERR2512474,ERR2512474,S,S,S,S,ERR2512474
ERR2513627,ERR2513627,S,S,S,S,ERR2513627
ERR2512682,ERR2512682,S,S,S,S,ERR2512682
ERR2514009,ERR2514009,S,S,S,S,ERR2514009
ERR2513864,ERR2513864,S,S,S,S,ERR2513864
ERR2513764,ERR2513764,S,S,S,S,ERR2513764
ERR2510770,ERR2510770,S,S,S,S,ERR2510770
ERR2513469,ERR2513469,S,S,S,S,ERR2513469
ERR2513225,ERR2513225,S,S,S,S,ERR2513225
ERR2513275,ERR2513275,S,S,S,S,ERR2513275
ERR2514684,ERR2514684,S,S,S,S,ERR2514684
ERR2513918,ERR2513918,S,S,S,S,ERR2513918
ERR2514765,ERR2514765,S,S,S,S,ERR2514765
ERR2514375,ERR2514375,S,S,S,S,ERR2514375
ERR2512801,ERR2512801,S,S,S,S,ERR2512801
ERR2510851,ERR2510851,R,R,R,R,ERR2510851
ERR2513968,ERR2513968,S,S,S,S,ERR2513968
ERR2512799,ERR2512799,S,S,S,S,ERR2512799
ERR2512473,ERR2512473,S,S,S,S,ERR2512473
ERR2510818,ERR2510818,S,S,S,S,ERR2510818
ERR2514049,ERR2514049,S,S,S,S,ERR2514049
ERR2513211,ERR2513211,S,S,S,S,ERR2513211
ERR2513818,ERR2513818,S,S,S,S,ERR2513818
ERR2512819,ERR2512819,S,S,S,S,ERR2512819
ERR2513921,ERR2513921,S,S,S,S,ERR2513921
ERR2512873,ERR2512873,S,S,S,S,ERR2512873
ERR2513786,ERR2513786,R,R,R,R,ERR2513786
ERR2512548,ERR2512548,S,S,S,S,ERR2512548
ERR2513435,ERR2513435,S,S,S,S,ERR2513435
ERR2514368,ERR2514368,S,S,S,S,ERR2514368
ERR2512433,ERR2512433,S,S,S,S,ERR2512433
ERR2514126,ERR2514126,S,S,S,S,ERR2514126
ERR2513582,ERR2513582,S,S,S,S,ERR2513582
ERR2513593,ERR2513593,S,S,S,S,ERR2513593
ERR2514348,ERR2514348,S,S,S,S,ERR2514348
ERR2514790,ERR2514790,S,S,S,S,ERR2514790
ERR2514387,ERR2514387,S,S,S,S,ERR2514387
ERR2513294,ERR2513294,S,S,S,S,ERR2513294
ERR2514411,ERR2514411,S,S,S,S,ERR2514411
ERR2513344,ERR2513344,S,S,S,S,ERR2513344
ERR2513375,ERR2513375,S,S,S,S,ERR2513375
ERR2513256,ERR2513256,S,S,S,S,ERR2513256
ERR2514750,ERR2514750,S,S,S,S,ERR2514750
ERR2513007,ERR2513007,S,S,S,S,ERR2513007
ERR2513506,ERR2513506,S,S,S,S,ERR2513506
ERR2512453,ERR2512453,S,S,S,S,ERR2512453
ERR2513780,ERR2513780,S,S,S,S,ERR2513780
ERR2512825,ERR2512825,S,S,S,S,ERR2512825
ERR2514455,ERR2514455,S,S,S,S,ERR2514455
ERR2514665,ERR2514665,S,S,S,S,ERR2514665
ERR2513694,ERR2513694,S,S,S,S,ERR2513694
ERR2513911,ERR2513911,S,S,S,S,ERR2513911
ERR2513390,ERR2513390,S,S,S,S,ERR2513390
ERR2513736,ERR2513736,S,S,S,S,ERR2513736
ERR2512426,ERR2512426,S,S,S,S,ERR2512426
ERR2510798,ERR2510798,R,R,R,R,ERR2510798
ERR2514503,ERR2514503,R,R,S,R,ERR2514503
ERR2514301,ERR2514301,S,S,S,S,ERR2514301
ERR2514255,ERR2514255,S,S,S,S,ERR2514255
ERR2512476,ERR2512476,S,S,S,S,ERR2512476
ERR2514256,ERR2514256,S,S,S,S,ERR2514256
ERR2514608,ERR2514608,S,S,S,S,ERR2514608
ERR2513495,ERR2513495,S,S,S,S,ERR2513495
ERR2513096,ERR2513096,S,S,S,S,ERR2513096
ERR2513290,ERR2513290,S,S,S,S,ERR2513290
ERR2513342,ERR2513342,S,S,S,S,ERR2513342
ERR2514162,ERR2514162,S,S,S,S,ERR2514162
ERR2513041,ERR2513041,S,S,S,S,ERR2513041
ERR2514147,ERR2514147,S,S,S,S,ERR2514147
ERR2514250,ERR2514250,S,S,S,S,ERR2514250
ERR2512886,ERR2512886,S,S,S,S,ERR2512886
ERR2513585,ERR2513585,S,S,S,S,ERR2513585
ERR2514225,ERR2514225,S,S,S,S,ERR2514225
ERR2513065,ERR2513065,S,S,S,S,ERR2513065
ERR2513738,ERR2513738,S,S,S,S,ERR2513738
ERR2512387,ERR2512387,S,S,S,S,ERR2512387
ERR2513524,ERR2513524,S,S,S,S,ERR2513524
ERR2512509,ERR2512509,S,S,S,S,ERR2512509
ERR2512615,ERR2512615,S,S,S,S,ERR2512615
ERR2514472,ERR2514472,S,S,S,S,ERR2514472
ERR2513782,ERR2513782,S,S,S,S,ERR2513782
ERR2512695,ERR2512695,S,S,S,S,ERR2512695
ERR2512437,ERR2512437,S,S,S,S,ERR2512437
ERR2514681,ERR2514681,S,S,S,S,ERR2514681
ERR2513234,ERR2513234,S,S,S,S,ERR2513234
ERR2513138,ERR2513138,S,S,R,S,ERR2513138
ERR2514778,ERR2514778,S,S,S,S,ERR2514778
ERR2514509,ERR2514509,S,S,S,S,ERR2514509
ERR2513869,ERR2513869,S,S,S,S,ERR2513869
ERR2513651,ERR2513651,S,S,S,S,ERR2513651
ERR2512910,ERR2512910,S,S,S,S,ERR2512910
ERR2514372,ERR2514372,S,S,S,S,ERR2514372
ERR2513494,ERR2513494,S,S,S,S,ERR2513494
ERR2513835,ERR2513835,R,R,R,R,ERR2513835
ERR2514032,ERR2514032,S,S,S,S,ERR2514032
ERR2514058,ERR2514058,S,S,S,S,ERR2514058
ERR2514785,ERR2514785,S,S,S,S,ERR2514785
ERR2513948,ERR2513948,S,S,S,S,ERR2513948
ERR2510761,ERR2510761,S,S,S,S,ERR2510761
ERR2513855,ERR2513855,S,S,S,S,ERR2513855
ERR2512738,ERR2512738,S,S,S,S,ERR2512738
ERR2512465,ERR2512465,S,S,S,S,ERR2512465
ERR2512957,ERR2512957,S,S,S,S,ERR2512957
ERR2514031,ERR2514031,S,S,S,S,ERR2514031
ERR2512804,ERR2512804,S,S,S,S,ERR2512804
ERR2514580,ERR2514580,S,R,S,S,ERR2514580
ERR2513712,ERR2513712,S,S,S,S,ERR2513712
ERR2513462,ERR2513462,S,S,S,S,ERR2513462
ERR2514637,ERR2514637,S,S,S,S,ERR2514637
ERR2513350,ERR2513350,S,S,S,S,ERR2513350
ERR2513943,ERR2513943,S,S,S,S,ERR2513943
ERR2510769,ERR2510769,S,S,S,S,ERR2510769
ERR2514567,ERR2514567,S,S,S,S,ERR2514567
ERR2514187,ERR2514187,S,S,S,S,ERR2514187
ERR2512978,ERR2512978,S,S,S,S,ERR2512978
ERR2514131,ERR2514131,S,S,S,S,ERR2514131
ERR2514617,ERR2514617,S,S,S,S,ERR2514617
ERR2513088,ERR2513088,S,S,S,S,ERR2513088
ERR2513059,ERR2513059,S,S,S,S,ERR2513059
ERR2514141,ERR2514141,S,S,S,S,ERR2514141
ERR2510846,ERR2510846,R,R,R,R,ERR2510846
ERR2514533,ERR2514533,S,S,S,S,ERR2514533
ERR2513217,ERR2513217,S,S,S,S,ERR2513217
ERR2512754,ERR2512754,S,S,S,S,ERR2512754
ERR2514414,ERR2514414,S,S,S,S,ERR2514414
ERR2513837,ERR2513837,S,S,S,S,ERR2513837
ERR2514271,ERR2514271,S,S,S,S,ERR2514271
ERR2513739,ERR2513739,S,S,S,S,ERR2513739
ERR2513693,ERR2513693,S,S,S,S,ERR2513693
ERR2512630,ERR2512630,S,S,S,S,ERR2512630
ERR2514673,ERR2514673,S,S,S,S,ERR2514673
ERR2513393,ERR2513393,S,S,S,S,ERR2513393
ERR2510434,ERR2510434,R,R,R,R,ERR2510434
ERR2200097,ERR2200097,S,S,S,S,ERR2200097
ERR2041688,ERR2041688,R,R,R,R,ERR2041688
ERR2510365,ERR2510365,R,R,S,R,ERR2510365
ERR2510618,ERR2510618,R,R,S,R,ERR2510618
ERR2041735,ERR2041735,R,R,S,R,ERR2041735
ERR2510368,ERR2510368,R,R,R,R,ERR2510368
ERR2510674,ERR2510674,R,R,R,R,ERR2510674
ERR2510296,ERR2510296,S,R,S,R,ERR2510296
ERR2041786,ERR2041786,R,R,R,R,ERR2041786
ERR2510458,ERR2510458,R,R,R,R,ERR2510458
ERR2510537,ERR2510537,S,S,S,S,ERR2510537
ERR2199833,ERR2199833,S,S,S,S,ERR2199833
ERR2199897,ERR2199897,S,R,S,S,ERR2199897
ERR2510319,ERR2510319,S,S,S,S,ERR2510319
ERR067590,ERR067590,R,R,R,R,ERR067590
ERR2041748,ERR2041748,R,R,R,R,ERR2041748
ERR2510371,ERR2510371,S,S,S,S,ERR2510371
ERR2041762,ERR2041762,R,R,R,R,ERR2041762
ERR2510476,ERR2510476,R,R,R,R,ERR2510476
ERR2510286,ERR2510286,R,R,S,R,ERR2510286
ERR2510493,ERR2510493,R,R,R,R,ERR2510493
ERR2510749,ERR2510749,S,S,S,S,ERR2510749
ERR2510705,ERR2510705,R,R,S,R,ERR2510705
ERR2510590,ERR2510590,S,R,S,R,ERR2510590
ERR2041766,ERR2041766,R,R,S,R,ERR2041766
ERR2510584,ERR2510584,R,R,S,R,ERR2510584
ERR2509896,ERR2509896,S,S,S,S,ERR2509896
ERR2200093,ERR2200093,R,R,S,R,ERR2200093
ERR067645,ERR067645,S,R,S,R,ERR067645
ERR2510679,ERR2510679,S,R,S,R,ERR2510679
ERR2199909,ERR2199909,S,S,S,S,ERR2199909
ERR2199786,ERR2199786,R,R,R,R,ERR2199786
ERR2041689,ERR2041689,R,R,R,R,ERR2041689
ERR2510529,ERR2510529,R,R,R,R,ERR2510529
ERR2510267,ERR2510267,S,S,S,S,ERR2510267
ERR2510528,ERR2510528,S,R,S,R,ERR2510528
ERR2041775,ERR2041775,R,R,R,R,ERR2041775
ERR2510732,ERR2510732,S,R,S,R,ERR2510732
ERR2510390,ERR2510390,R,R,S,R,ERR2510390
ERR2510376,ERR2510376,R,R,S,R,ERR2510376
ERR2041759,ERR2041759,R,R,R,R,ERR2041759
ERR2510516,ERR2510516,S,R,S,R,ERR2510516
ERR2200071,ERR2200071,S,R,S,S,ERR2200071
ERR2510470,ERR2510470,S,R,S,R,ERR2510470
ERR2510298,ERR2510298,S,R,S,R,ERR2510298
ERR2041724,ERR2041724,S,R,S,R,ERR2041724
ERR2509675,ERR2509675,S,S,S,S,ERR2509675
ERR067660,ERR067660,S,R,R,R,ERR067660
ERR2041788,ERR2041788,S,R,R,R,ERR2041788
ERR2041722,ERR2041722,S,R,S,R,ERR2041722
ERR2510301,ERR2510301,R,R,R,R,ERR2510301
ERR2510475,ERR2510475,S,R,S,R,ERR2510475
ERR2510574,ERR2510574,R,R,S,R,ERR2510574
ERR2509677,ERR2509677,S,S,S,S,ERR2509677
ERR2510285,ERR2510285,S,R,R,R,ERR2510285
ERR067604,ERR067604,S,S,R,S,ERR067604
ERR2510704,ERR2510704,R,R,R,R,ERR2510704
ERR2510398,ERR2510398,R,R,R,R,ERR2510398
ERR2510709,ERR2510709,R,R,R,R,ERR2510709
ERR2510561,ERR2510561,R,R,R,R,ERR2510561
ERR2510471,ERR2510471,S,R,R,R,ERR2510471
ERR2510550,ERR2510550,R,R,S,R,ERR2510550
ERR2041750,ERR2041750,R,R,R,R,ERR2041750
ERR2199871,ERR2199871,S,S,S,S,ERR2199871
ERR2510729,ERR2510729,R,R,R,R,ERR2510729
ERR2510591,ERR2510591,R,R,S,R,ERR2510591
ERR2510495,ERR2510495,S,R,S,R,ERR2510495
ERR2041712,ERR2041712,R,R,R,R,ERR2041712
ERR2041749,ERR2041749,R,R,R,R,ERR2041749
ERR2510489,ERR2510489,R,R,R,R,ERR2510489
ERR2200059,ERR2200059,S,S,S,S,ERR2200059
ERR2199868,ERR2199868,S,S,S,S,ERR2199868
ERR2510375,ERR2510375,S,S,S,S,ERR2510375
ERR2510734,ERR2510734,R,R,R,R,ERR2510734
ERR2200036,ERR2200036,S,S,S,S,ERR2200036
ERR2199916,ERR2199916,S,S,S,S,ERR2199916
ERR2510311,ERR2510311,R,R,R,R,ERR2510311
ERR2510664,ERR2510664,S,R,S,R,ERR2510664
ERR067619,ERR067619,R,R,S,R,ERR067619
ERR2509682,ERR2509682,S,S,S,S,ERR2509682
ERR2200145,ERR2200145,S,S,S,S,ERR2200145
ERR2510663,ERR2510663,R,R,R,R,ERR2510663
ERR2200111,ERR2200111,S,S,S,S,ERR2200111
ERR2510713,ERR2510713,R,R,R,R,ERR2510713
